title,type,question,A,B,C,D,answer,image
F4 Chp 8,radio,NegeriSembilan_Q09,A,B,C,D,C,Negeri Sembilan/Picture9.png
F4 Chp 8,radio,Perlis_Q12,A,B,C,D,C,Perlis/Picture12.png
F4 Chp 8,radio,Kelantan_Q13,A,B,C,D,A,Kelantan/Picture13.png
F4 Chp 8,radio,Kelantan_Q14,A,B,C,D,C,Kelantan/Picture14.png
F4 Chp 8,radio,NegeriSembilan_Q14,A,B,C,D,C,Negeri Sembilan/Picture14.png
F4 Chp 8,radio,Perlis_Q14,A,B,C,D,D,Perlis/Picture14.png
F4 Chp 8,radio,Selangor_Q14,A,B,C,D,D,Selangor/Picture14.png
F4 Chp 8,radio,JohorSet_Q15,A,B,C,D,C,Johor Set 1/Picture15.png
F4 Chp 8,radio,JohorSet_Q15,A,B,C,D,B,Johor Set 2/Picture15.png
F4 Chp 8,radio,Kelantan_Q15,A,B,C,D,A,Kelantan/Picture15.png
F4 Chp 8,radio,Perak_Q15,A,B,C,D,A,Perak/Picture15.png
F4 Chp 8,radio,Perlis_Q15,A,B,C,D,B,Perlis/Picture15.png
F4 Chp 8,radio,Selangor_Q15,A,B,C,D,A,Selangor/Picture15.png
F4 Chp 8,radio,JohorSet_Q16,A,B,C,D,C,Johor Set 1/Picture16.png
F4 Chp 8,radio,JohorSet_Q16,A,B,C,D,A,Johor Set 2/Picture16.png
F4 Chp 8,radio,Kedah_Q16,A,B,C,D,B,Kedah/Picture16.png
F4 Chp 8,radio,Kelantan_Q16,A,B,C,D,C,Kelantan/Picture16.png
F4 Chp 8,radio,Perak_Q16,A,B,C,D,A,Perak/Picture16.png
F4 Chp 8,radio,Perlis_Q16,A,B,C,D,C,Perlis/Picture16.png
F4 Chp 8,radio,Selangor_Q16,A,B,C,D,A,Selangor/Picture16.png
F4 Chp 8,radio,Terengganu_Q16,A,B,C,D,A,Terengganu/Picture16.png
F4 Chp 8,radio,JohorSet_Q17,A,B,C,D,B,Johor Set 1/Picture17.png
F4 Chp 8,radio,JohorSet_Q17,A,B,C,D,B,Johor Set 2/Picture17.png
F4 Chp 8,radio,Kedah_Q17,A,B,C,D,D,Kedah/Picture17.png
F4 Chp 8,radio,Kelantan_Q17,A,B,C,D,B,Kelantan/Picture17.png
F4 Chp 8,radio,NegeriSembilan_Q17,A,B,C,D,A,Negeri Sembilan/Picture17.png
F4 Chp 8,radio,Perak_Q17,A,B,C,D,C,Perak/Picture17.png
F4 Chp 8,radio,Perlis_Q17,A,B,C,D,A,Perlis/Picture17.png
F4 Chp 8,radio,Selangor_Q17,A,B,C,D,C,Selangor/Picture17.png
F4 Chp 8,radio,Terengganu_Q17,A,B,C,D,C,Terengganu/Picture17.png
F4 Chp 8,radio,Kedah_Q18,A,B,C,D,A,Kedah/Picture18.png
F4 Chp 8,radio,Kelantan_Q18,A,B,C,D,D,Kelantan/Picture18.png
F4 Chp 8,radio,Perak_Q18,A,B,C,D,B,Perak/Picture18.png
F4 Chp 8,radio,Perlis_Q18,A,B,C,D,B,Perlis/Picture18.png
F4 Chp 8,radio,Selangor_Q18,A,B,C,D,C,Selangor/Picture18.png
F4 Chp 8,radio,Terengganu_Q18,A,B,C,D,B,Terengganu/Picture18.png
F4 Chp 8,radio,Kelantan_Q19,A,B,C,D,D,Kelantan/Picture19.png
F4 Chp 8,radio,KelantanYik_Q19,A,B,C,D,A,Kelantan YIK/Picture19.png
F4 Chp 8,radio,Perak_Q19,A,B,C,D,A,Perak/Picture19.png
F4 Chp 8,radio,Selangor_Q19,A,B,C,D,A,Selangor/Picture19.png
F4 Chp 8,radio,Terengganu_Q19,A,B,C,D,B,Terengganu/Picture19.png
F4 Chp 8,radio,Kedah_Q20,A,B,C,D,B,Kedah/Picture20.png
F4 Chp 8,radio,KelantanYik_Q20,A,B,C,D,C,Kelantan YIK/Picture20.png
F4 Chp 8,radio,Pahang_Q20,A,B,C,D,B,Pahang/Picture20.png
F4 Chp 8,radio,Pahang_Q21,A,B,C,D,D,Pahang/Picture21.png
F4 Chp 8,radio,Pahang_Q22,A,B,C,D,C,Pahang/Picture22.png
F4 Chp 8,radio,Pahang_Q23,A,B,C,D,B,Pahang/Picture23.png
F4 Chp 8,radio,KelantanYik_Q31,A,B,C,D,C,Kelantan YIK/Picture31.png
