title,type,question,A,B,C,D,answer,image
F4 Chp 1,radio,JohorSet_Q01,A,B,C,D,B,Johor Set 1/Picture1.png
F4 Chp 1,radio,JohorSet_Q01,A,B,C,D,D,Johor Set 2/Picture1.png
F4 Chp 1,radio,Kedah_Q01,A,B,C,D,B,Kedah/Picture1.png
F4 Chp 1,radio,Kelantan_Q01,A,B,C,D,C,Kelantan/Picture1.png
F4 Chp 1,radio,KelantanYik_Q01,A,B,C,D,D,Kelantan YIK/Picture1.png
F4 Chp 1,radio,NegeriSembilan_Q01,A,B,C,D,B,Negeri Sembilan/Picture1.png
F4 Chp 1,radio,Pahang_Q01,A,B,C,D,B,Pahang/Picture1.png
F4 Chp 1,radio,Perak_Q01,A,B,C,D,B,Perak/Picture1.png
F4 Chp 1,radio,Perlis_Q01,A,B,C,D,C,Perlis/Picture1.png
F4 Chp 1,radio,Selangor_Q01,A,B,C,D,D,Selangor/Picture1.png
F4 Chp 1,radio,Terengganu_Q01,A,B,C,D,D,Terengganu/Picture1.png
F4 Chp 1,radio,JohorSet_Q02,A,B,C,D,D,Johor Set 1/Picture2.png
F4 Chp 1,radio,JohorSet_Q02,A,B,C,D,D,Johor Set 2/Picture2.png
F4 Chp 1,radio,Kedah_Q02,A,B,C,D,B,Kedah/Picture2.png
F4 Chp 1,radio,Kelantan_Q02,A,B,C,D,D,Kelantan/Picture2.png
F4 Chp 1,radio,KelantanYik_Q02,A,B,C,D,A,Kelantan YIK/Picture2.png
F4 Chp 1,radio,NegeriSembilan_Q02,A,B,C,D,C,Negeri Sembilan/Picture2.png
F4 Chp 1,radio,Pahang_Q02,A,B,C,D,C,Pahang/Picture2.png
F4 Chp 1,radio,Perak_Q02,A,B,C,D,D,Perak/Picture2.png
F4 Chp 1,radio,Perlis_Q02,A,B,C,D,D,Perlis/Picture2.png
F4 Chp 1,radio,Selangor_Q02,A,B,C,D,B,Selangor/Picture2.png
F4 Chp 1,radio,Terengganu_Q02,A,B,C,D,B,Terengganu/Picture2.png
F4 Chp 1,radio,JohorSet_Q03,A,B,C,D,B,Johor Set 1/Picture3.png
F4 Chp 1,radio,JohorSet_Q03,A,B,C,D,C,Johor Set 2/Picture3.png
F4 Chp 1,radio,KelantanYik_Q03,A,B,C,D,B,Kelantan YIK/Picture3.png
F4 Chp 1,radio,Pahang_Q03,A,B,C,D,D,Pahang/Picture3.png
F4 Chp 1,radio,Selangor_Q03,A,B,C,D,A,Selangor/Picture3.png
F4 Chp 1,radio,Terengganu_Q03,A,B,C,D,C,Terengganu/Picture3.png
F4 Chp 1,radio,KelantanYik_Q04,A,B,C,D,C,Kelantan YIK/Picture4.png
F4 Chp 1,radio,Pahang_Q04,A,B,C,D,A,Pahang/Picture4.png
