title,type,question,A,B,C,D,answer,image
F4 Chp 3,radio,Kelantan_Q04,A,B,C,D,A,Kelantan/Picture4.png
F4 Chp 3,radio,Perlis_Q04,A,B,C,D,C,Perlis/Picture4.png
F4 Chp 3,radio,Kedah_Q05,A,B,C,D,D,Kedah/Picture5.png
F4 Chp 3,radio,Perak_Q05,A,B,C,D,C,Perak/Picture5.png
F4 Chp 3,radio,Perlis_Q05,A,B,C,D,A,Perlis/Picture5.png
F4 Chp 3,radio,JohorSet_Q06,A,B,C,D,C,Johor Set 1/Picture6.png
F4 Chp 3,radio,JohorSet_Q06,A,B,C,D,B,Johor Set 2/Picture6.png
F4 Chp 3,radio,Kedah_Q06,A,B,C,D,A,Kedah/Picture6.png
F4 Chp 3,radio,KelantanYik_Q06,A,B,C,D,C,Kelantan YIK/Picture6.png
F4 Chp 3,radio,NegeriSembilan_Q06,A,B,C,D,A,Negeri Sembilan/Picture6.png
F4 Chp 3,radio,Perak_Q06,A,B,C,D,C,Perak/Picture6.png
F4 Chp 3,radio,Selangor_Q06,A,B,C,D,B,Selangor/Picture6.png
F4 Chp 3,radio,Terengganu_Q06,A,B,C,D,B,Terengganu/Picture6.png
F4 Chp 3,radio,Kedah_Q07,A,B,C,D,D,Kedah/Picture7.png
F4 Chp 3,radio,KelantanYik_Q07,A,B,C,D,D,Kelantan YIK/Picture7.png
F4 Chp 3,radio,NegeriSembilan_Q07,A,B,C,D,A,Negeri Sembilan/Picture7.png
F4 Chp 3,radio,KelantanYik_Q08,A,B,C,D,C,Kelantan YIK/Picture8.png
F4 Chp 3,radio,Pahang_Q08,A,B,C,D,C,Pahang/Picture8.png
F4 Chp 3,radio,Perak_Q27,A,B,C,D,C,Perak/Picture27.png
F4 Chp 3,radio,Perak_Q28,A,B,C,D,A,Perak/Picture28.png
