title,type,question,A,B,C,D,answer,image
F5 Chp 6,radio,NegeriSembilan_Q29,A,B,C,D,C,Negeri Sembilan/Picture29.png
F5 Chp 6,radio,JohorSet_Q34,A,B,C,D,B,Johor Set 1/Picture34.png
F5 Chp 6,radio,JohorSet_Q34,A,B,C,D,A,Johor Set 2/Picture34.png
F5 Chp 6,radio,Terengganu_Q34,A,B,C,D,A,Terengganu/Picture34.png
F5 Chp 6,radio,JohorSet_Q35,A,B,C,D,A,Johor Set 1/Picture35.png
F5 Chp 6,radio,JohorSet_Q35,A,B,C,D,B,Johor Set 2/Picture35.png
F5 Chp 6,radio,Kedah_Q35,A,B,C,D,A,Kedah/Picture35.png
F5 Chp 6,radio,Kelantan_Q35,A,B,C,D,B,Kelantan/Picture35.png
F5 Chp 6,radio,NegeriSembilan_Q35,A,B,C,D,C,Negeri Sembilan/Picture35.png
F5 Chp 6,radio,Perlis_Q35,A,B,C,D,A,Perlis/Picture35.png
F5 Chp 6,radio,Selangor_Q35,A,B,C,D,D,Selangor/Picture35.png
F5 Chp 6,radio,Terengganu_Q35,A,B,C,D,C,Terengganu/Picture35.png
F5 Chp 6,radio,JohorSet_Q36,A,B,C,D,B,Johor Set 1/Picture36.png
F5 Chp 6,radio,JohorSet_Q36,A,B,C,D,A,Johor Set 2/Picture36.png
F5 Chp 6,radio,Kedah_Q36,A,B,C,D,D,Kedah/Picture36.png
F5 Chp 6,radio,Kelantan_Q36,A,B,C,D,D,Kelantan/Picture36.png
F5 Chp 6,radio,NegeriSembilan_Q36,A,B,C,D,D,Negeri Sembilan/Picture36.png
F5 Chp 6,radio,Pahang_Q36,A,B,C,D,D,Pahang/Picture36.png
F5 Chp 6,radio,Perlis_Q36,A,B,C,D,A,Perlis/Picture36.png
F5 Chp 6,radio,Selangor_Q36,A,B,C,D,A,Selangor/Picture36.png
F5 Chp 6,radio,Terengganu_Q36,A,B,C,D,B,Terengganu/Picture36.png
F5 Chp 6,radio,JohorSet_Q37,A,B,C,D,A,Johor Set 1/Picture37.png
F5 Chp 6,radio,JohorSet_Q37,A,B,C,D,D,Johor Set 2/Picture37.png
F5 Chp 6,radio,Kedah_Q37,A,B,C,D,C,Kedah/Picture37.png
F5 Chp 6,radio,Kelantan_Q37,A,B,C,D,B,Kelantan/Picture37.png
F5 Chp 6,radio,KelantanYik_Q37,A,B,C,D,C,Kelantan YIK/Picture37.png
F5 Chp 6,radio,Pahang_Q37,A,B,C,D,C,Pahang/Picture37.png
F5 Chp 6,radio,Perlis_Q37,A,B,C,D,B,Perlis/Picture37.png
F5 Chp 6,radio,Selangor_Q37,A,B,C,D,B,Selangor/Picture37.png
F5 Chp 6,radio,Terengganu_Q37,A,B,C,D,D,Terengganu/Picture37.png
F5 Chp 6,radio,KelantanYik_Q38,A,B,C,D,A,Kelantan YIK/Picture38.png
F5 Chp 6,radio,Selangor_Q38,A,B,C,D,D,Selangor/Picture38.png
